Study number,drain2,Clay,Sand,pH,Corg,OM,C_N,prec1,prec2,ETP,ETP2,PPE,PPE2,Tair,N_syn,N_org,Ntot,Org,type2,split2,crop2,till2,Cumul,EF,per_N_app,EF_2
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0,0,0,0,0,0,0,0,0.056,,,
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0,0,0,0,0,0,0,0,0.068,,,
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0.12,0,0.12,0,0,0,0,1,0.43,0.321666667,0.358333333,0.321666667
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0.12,0,0.12,0,0,0,0,1,0.476,0.3825,0.396666667,0.3825
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0.12,0,0.12,0,0,0,0,0,0.11,0.035,0.091666667,0.035
36,0,230,440,7.1,29.00232019,5,13,113.3,32.4,613.7,236.3,0.184617891,0.137113838,0.3,0.12,0,0.12,0,0,0,0,0,0.249,0.160833333,0.2075,0.160833333
39,0,170,680,6.3,19,3.2756,12.66666667,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0,0,0,0,0,0,1,0.4,,,
39,0,170,680,6.3,19,3.2756,12.66666667,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0.09,0.09,1,0,0,0,1,0.5,0.111111111,0.555555556,0.111111111
39,0,170,680,6.3,19,3.2756,12.66666667,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0.09,0,0.09,0,0,0,0,1,0.6,0.222222222,0.666666667,0.222222222
39,0,170,680,6.3,19,3.2756,12.66666667,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0.09,0.09,1,0,0,0,1,1,0.666666667,1.111111111,0.666666667
39,1,432,163,6.6,35,6.034,12.5,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0,0,0,0,0,0,1,3.3,,,
39,1,432,163,6.6,35,6.034,12.5,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0.09,0.09,1,0,0,0,1,4.3,1.111111111,4.777777778,1.111111111
39,1,432,163,6.6,35,6.034,12.5,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0,0.09,0.09,1,0,0,0,1,7.6,4.777777778,8.444444444,4.777777778
39,1,432,163,6.6,35,6.034,12.5,659.8,221.4,612,211,1.078104575,1.0492891,4.4,0.09,0,0.09,0,0,0,0,1,8.3,5.555555556,9.222222222,5.555555556
39,0,170,680,6.3,19,3.2756,12.66666667,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0,0,0,0,0,0,1,0.3,,,
39,0,170,680,6.3,19,3.2756,12.66666667,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0.09,0,0.09,0,0,0,0,1,0.7,0.444444444,0.777777778,0.444444444
39,0,170,680,6.3,19,3.2756,12.66666667,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0.09,0.09,1,0,0,0,1,1.2,1,1.333333333,1
39,0,170,680,6.3,19,3.2756,12.66666667,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0.09,0.09,1,0,0,0,1,1.3,1.111111111,1.444444444,1.111111111
39,1,432,163,6.6,35,6.034,12.5,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0,0,0,0,0,0,1,2.2,,,
39,1,432,163,6.6,35,6.034,12.5,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0.09,0.09,1,0,0,0,1,4.4,2.444444444,4.888888889,2.444444444
39,1,432,163,6.6,35,6.034,12.5,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0.09,0,0.09,0,0,0,0,1,5.1,3.222222222,5.666666667,3.222222222
39,1,432,163,6.6,35,6.034,12.5,550.3,144.2,612,211,0.899183007,0.683412322,4.4,0,0.09,0.09,1,0,0,0,1,6.3,4.555555556,7,4.555555556
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0,0,0,0,0,0,0,1,0.752015227,,,
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0,0,0,0,0,0,0,0,0.573189199,,,
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0.08,0,0.08,0,0,1,0,1,1.482255786,0.912819733,1.852819733,0.912819733
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0.08,0,0.08,0,0,1,0,0,1.229576574,0.820470717,1.536970717,0.820470717
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0.16,0,0.16,0,0,1,0,1,1.921204062,0.730752539,1.200752539,0.730752539
40,0,380,230,6.3,38,6.5512,,553.4,257,552.8,252,1.001085384,1.01984127,6.3,0.16,0,0.16,0,0,1,0,0,1.542059347,0.605537092,0.963787092,0.605537092
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,1,1.4821854,,,
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,1,1.693705645,,,
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,1,2.122113098,,,
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,0,2.482709964,,,
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,0,2.5818445,,,
40,0,380,230,6.3,38,6.5512,,788.3,262.9,574.7,273.8,1.371672177,0.96018992,6.3,0,0,0,0,0,0,0,0,2.717626367,,,
42,0,190,700,5.8,19.9,3.43076,11.05555556,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,1,0,0.38,,,
42,0,190,700,5.8,19.9,3.43076,11.05555556,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,0,0,0.46,,,
42,0,190,700,5.8,19.9,3.43076,11.05555556,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,1,0,1.45,,,
42,0,220,440,5.9,17.9,3.08596,14.91666667,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,0,0,0.66,,,
42,0,220,440,5.9,17.9,3.08596,14.91666667,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,1,0,0.67,,,
42,0,220,440,5.9,17.9,3.08596,14.91666667,643.8,211.6,612,211,1.051960784,1.002843602,4,0.03,0,0.03,0,0,0,1,0,0.8,,2.666666667,
42,1,770,70,6.2,36.1,6.22364,15.04166667,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,1,0,1.35,,,
42,1,770,70,6.2,36.1,6.22364,15.04166667,643.8,211.6,612,211,1.051960784,1.002843602,4,0,0,0,0,0,0,0,0,3.08,,,
42,1,770,70,6.2,36.1,6.22364,15.04166667,643.8,211.6,612,211,1.051960784,1.002843602,4,0.03,0,0.03,0,0,0,1,0,1.03,,3.433333333,
42,0,220,440,5.9,17.9,3.08596,14.91666667,479.4,242,612,211,0.783333333,1.146919431,4,0,0,0,0,0,0,0,0,0.71,,,
42,0,220,440,5.9,17.9,3.08596,14.91666667,479.4,242,612,211,0.783333333,1.146919431,4,0,0,0,0,0,0,1,0,1.12,,,
42,0,220,440,5.9,17.9,3.08596,14.91666667,479.4,242,612,211,0.783333333,1.146919431,4,0.03,0,0.03,0,0,0,1,0,0.28,,0.933333333,
42,1,770,70,6.2,36.1,6.22364,15.04166667,479.4,242,612,211,0.783333333,1.146919431,4,0,0,0,0,0,0,1,0,0.91,,,
42,1,770,70,6.2,36.1,6.22364,15.04166667,479.4,242,612,211,0.783333333,1.146919431,4,0,0,0,0,0,0,0,0,1.62,,,
42,1,770,70,6.2,36.1,6.22364,15.04166667,479.4,242,612,211,0.783333333,1.146919431,4,0.03,0,0.03,0,0,0,1,0,0.36,,1.2,
43,0,220,440,5.9,28.4,4.89616,13.52380952,505.9,177.1,612,211,0.826633987,0.839336493,4,0.07,0,0.07,0,0,0,0,1,1.2,,1.714285714,
43,0,220,440,5.9,28.4,4.89616,13.52380952,505.9,177.1,612,211,0.826633987,0.839336493,4,0.07,0,0.07,0,0,1,0,0,1.2,,1.714285714,
43,1,770,70,6.2,31.7,5.46508,14.40909091,505.9,177.1,612,211,0.826633987,0.839336493,4,0.07,0,0.07,0,0,0,0,1,20.9,,29.85714286,
43,1,770,70,6.2,31.7,5.46508,14.40909091,505.9,177.1,612,211,0.826633987,0.839336493,4,0.07,0,0.07,0,0,1,0,0,45.1,,64.42857143,
43,0,220,440,5.9,28.4,4.89616,13.52380952,434.9,172.1,612,211,0.710620915,0.81563981,4,0.0325,0,0.0325,0,0,0,0,1,0.9,,2.769230769,
43,0,220,440,5.9,28.4,4.89616,13.52380952,434.9,172.1,612,211,0.710620915,0.81563981,4,0.0325,0,0.0325,0,0,0,0,0,1.5,,4.615384615,
43,1,770,70,6.2,31.7,5.46508,14.40909091,434.9,172.1,612,211,0.710620915,0.81563981,4,0.0325,0,0.0325,0,0,0,0,1,6.7,,20.61538462,
43,1,770,70,6.2,31.7,5.46508,14.40909091,434.9,172.1,612,211,0.710620915,0.81563981,4,0.0325,0,0.0325,0,0,0,0,0,12.4,,38.15384615,
43,0,220,440,5.9,28.4,4.89616,13.52380952,653.3,168.3,612,211,1.06748366,0.797630332,4,0.0325,0,0.0325,0,0,0,0,1,0.9,,2.769230769,
43,0,220,440,5.9,28.4,4.89616,13.52380952,653.3,168.3,612,211,1.06748366,0.797630332,4,0.0325,0,0.0325,0,0,0,0,0,0.6,,1.846153846,
43,1,770,70,6.2,31.7,5.46508,14.40909091,653.3,168.3,612,211,1.06748366,0.797630332,4,0.0325,0,0.0325,0,0,0,0,1,12.4,,38.15384615,
43,1,770,70,6.2,31.7,5.46508,14.40909091,653.3,168.3,612,211,1.06748366,0.797630332,4,0.0325,0,0.0325,0,0,0,0,0,40.5,,124.6153846,
44,0,240,280,5.9,21.4,3.68936,15.07042254,635.2,176.7,612,211,1.037908497,0.837440758,4,0.15,0,0.15,0,0,0,0,1,1.74,,1.16,
44,0,240,280,5.9,21.4,3.68936,15.07042254,635.2,176.7,612,211,1.037908497,0.837440758,4,0,0.186,0.186,1,0,0,0,1,3.23,,1.73655914,
44,0,240,280,5.9,21.4,3.68936,15.07042254,635.2,176.7,612,211,1.037908497,0.837440758,4,0,0.219,0.219,1,0,0,0,1,5.99,,2.735159817,
45,0,186,500,6,22,3.7928,16.92307692,434.9,133.9,612,211,0.710620915,0.634597156,4,0,0.15,0.15,1,0,0,0,1,2.12,,1.413333333,
45,0,186,500,6,22,3.7928,16.92307692,434.9,133.9,612,211,0.710620915,0.634597156,4,0.15,0,0.15,0,0,0,0,1,2.12,,1.413333333,
45,1,483,116,6.9,34,5.8616,14.7826087,434.9,133.9,612,211,0.710620915,0.634597156,4,0,0.15,0.15,1,0,0,0,1,1.25,,0.833333333,
45,1,483,116,6.9,34,5.8616,14.7826087,434.9,133.9,612,211,0.710620915,0.634597156,4,0.15,0,0.15,0,0,0,0,1,1.38,,0.92,
45,0,186,500,6,22,3.7928,16.92307692,653.3,205,612,211,1.06748366,0.971563981,4,0.15,0,0.15,0,0,0,0,0,0.76,,0.506666667,
45,0,186,500,6,22,3.7928,16.92307692,653.3,205,612,211,1.06748366,0.971563981,4,0,0.15,0.15,1,0,0,0,0,1.09,,0.726666667,
45,1,483,116,6.9,34,5.8616,14.7826087,653.3,205,612,211,1.06748366,0.971563981,4,0.15,0,0.15,0,0,0,0,0,4.56,,3.04,
45,1,483,116,6.9,34,5.8616,14.7826087,653.3,205,612,211,1.06748366,0.971563981,4,0,0.15,0.15,1,0,0,0,0,6.06,,4.04,
46,0,240,280,5.9,21.4,3.68936,15.07042254,649.9,194.5,612,211,1.061928105,0.921800948,4,0,0.126,0.126,1,0,0,0,1,2.516316271,,1.997076405,
46,0,240,280,5.9,21.4,3.68936,15.07042254,649.9,194.5,612,211,1.061928105,0.921800948,4,0.15,0,0.15,0,0,0,0,1,0.483263905,,,
46,0,240,280,5.9,21.4,3.68936,15.07042254,649.9,194.5,612,211,1.061928105,0.921800948,4,0,0.252,0.252,1,0,0,0,1,6.086035792,,2.415093568,
50,1,190,290,7.6,27,4.6548,13.5,563.8,297.8,564.2,224.7,0.999291032,1.325322652,6.5,0.05,0,0.05,0,0,1,0,0,0.999,,1.998,
50,1,190,290,7.6,27,4.6548,13.5,563.8,297.8,564.2,224.7,0.999291032,1.325322652,6.5,0.15,0,0.15,0,0,1,0,1,1.216,,0.810666667,
50,1,190,290,7.6,27,4.6548,13.5,495.6,169.2,610.2,229.7,0.812192724,0.736612973,6.5,0,0,0,0,0,0,0,1,0.681,,,
50,1,190,290,7.6,27,4.6548,13.5,495.6,169.2,610.2,229.7,0.812192724,0.736612973,6.5,0,0,0,0,0,0,0,0,0.473,,,
50,1,190,290,7.6,27,4.6548,13.5,320.8,171.6,626.8,218.7,0.511805999,0.784636488,6.5,0.06,0,0.06,0,0,1,0,0,0.188,,0.313333333,
50,1,190,290,7.6,27,4.6548,13.5,320.8,171.6,626.8,218.7,0.511805999,0.784636488,6.5,0.09,0,0.09,0,0,1,0,1,0.408,,0.453333333,
50,1,190,290,7.6,27,4.6548,13.5,488.2,167.4,568.5,206.2,0.858751099,0.811833172,6.5,0.06,0,0.06,0,0,1,0,0,1.646,,2.743333333,
50,1,190,290,7.6,27,4.6548,13.5,488.2,167.4,568.5,206.2,0.858751099,0.811833172,6.5,0.15,0,0.15,0,0,1,0,1,1.761,,1.174,
50,1,190,290,7.6,27,4.6548,13.5,441.4,193.4,571,219.5,0.773029772,0.881093394,6.5,0,0,0,0,0,0,0,1,0.31,,,
50,1,190,290,7.6,27,4.6548,13.5,441.4,193.4,571,219.5,0.773029772,0.881093394,6.5,0,0,0,0,0,0,0,0,0.282,,,
52,0,160,320,7,37,6.3788,12.33333333,692.2,155.1,575.6,224.9,1.20257123,0.68963984,6.5,0,0,0,0,0,0,0,1,1.59,,,
52,0,160,320,7,37,6.3788,12.33333333,489,181.2,586.3,224.7,0.834044005,0.806408545,6.5,0,0,0,0,0,0,0,1,0.88,,,
52,0,160,320,7,37,6.3788,12.33333333,489,181.2,586.3,224.7,0.834044005,0.806408545,6.5,0,0,0,0,0,0,1,0,-0.18,,,
52,0,160,320,7,37,6.3788,12.33333333,489,181.2,586.3,224.7,0.834044005,0.806408545,6.5,0,0,0,0,0,0,1,0,0.73,,,
52,0,160,320,7,37,6.3788,12.33333333,489,181.2,586.3,224.7,0.834044005,0.806408545,6.5,0,0.12,0.12,1,0,1,0,0,2.58,,,
52,0,160,320,7,37,6.3788,12.33333333,402.7,154,591.7,229.8,0.680581376,0.670147955,6.5,0,0,0,0,0,0,0,0,1.41,,,
52,0,160,320,7,37,6.3788,12.33333333,402.7,154,591.7,229.8,0.680581376,0.670147955,6.5,0.075,0,0.075,0,0,0,0,0,0.71,,,
52,0,160,320,7,37,6.3788,12.33333333,402.7,154,591.7,229.8,0.680581376,0.670147955,6.5,0.1,0,0.1,0,0,0,0,1,0.98,,,
52,0,160,320,7,37,6.3788,12.33333333,402.7,154,591.7,229.8,0.680581376,0.670147955,6.5,0.1,0,0.1,0,0,0,1,0,0.08,,,
53,0,106,592,6.6,15.4,2.65496,15.4,589,154,600,232.5,0.981666667,0.662365591,5.3,0,0,0,0,0,0,0,0,1.4,,,
53,0,106,592,6.6,15.4,2.65496,15.4,589,154,600,232.5,0.981666667,0.662365591,5.3,0.075,0,0.075,0,0,0,0,0,1.7,0.4,2.266666667,0.4
53,0,106,592,6.6,15.4,2.65496,15.4,589,154,600,232.5,0.981666667,0.662365591,5.3,0.15,0,0.15,0,0,0,0,0,3.6,1.466666667,2.4,1.466666667
53,0,134,367,6.6,20.7,3.56868,24.06976744,437,97,569.4,221.6,0.767474535,0.437725632,5.3,0,0,0,0,0,0,0,0,1.8,,,
53,0,134,367,6.6,20.7,3.56868,24.06976744,437,97,569.4,221.6,0.767474535,0.437725632,5.3,0.075,0,0.075,0,0,0,0,0,2.4,0.8,3.2,0.8
53,0,134,367,6.6,20.7,3.56868,24.06976744,437,97,569.4,221.6,0.767474535,0.437725632,5.3,0.15,0,0.15,0,0,0,0,0,4.3,1.666666667,2.866666667,1.666666667
53,0,138,382,6,15,2.586,15.625,690,211,571.8,204.4,1.206715635,1.032289628,5.3,0,0,0,0,0,0,0,0,6.5,,,
53,0,138,382,6,15,2.586,15.625,690,211,571.8,204.4,1.206715635,1.032289628,5.3,0.075,0,0.075,0,0,0,0,0,8.1,2.133333333,10.8,2.133333333
53,0,138,382,6,15,2.586,15.625,690,211,571.8,204.4,1.206715635,1.032289628,5.3,0.15,0,0.15,0,0,0,0,0,11.4,3.266666667,7.6,3.266666667
54,0,137,307,6.3,14.8,2.55152,11.38,438.9,219.2,569.4,221.6,0.77081138,0.989169675,5.3,0.045,0,0.045,0,0,0,0,1,2.6,,5.777777778,
54,0,137,307,6.3,14.8,2.55152,11.38,438.9,219.2,569.4,221.6,0.77081138,0.989169675,5.3,0.12,0,0.12,0,0,0,0,1,3.3,,2.75,
54,0,137,307,6.3,14.8,2.55152,11.38,438.9,219.2,569.4,221.6,0.77081138,0.989169675,5.3,0.195,0,0.195,0,0,0,0,1,2.6,,1.333333333,
54,0,137,307,6.3,14.8,2.55152,11.38,438.9,219.2,569.4,221.6,0.77081138,0.989169675,5.3,0.195,0,0.195,0,0,0,0,1,3.1,,1.58974359,
54,0,156,446,5.8,17.4,2.99976,14.26,729.6,227.3,571.8,204.4,1.275970619,1.112035225,5.3,0.059,0,0.059,0,0,0,0,1,1.3,,2.203389831,
54,0,156,446,5.8,17.4,2.99976,14.26,729.6,227.3,571.8,204.4,1.275970619,1.112035225,5.3,0.134,0,0.134,0,0,0,0,1,1.9,,1.417910448,
54,0,156,446,5.8,17.4,2.99976,14.26,729.6,227.3,571.8,204.4,1.275970619,1.112035225,5.3,0.209,0,0.209,0,0,0,0,1,1,,0.4784689,
54,0,156,446,5.8,17.4,2.99976,14.26,729.6,227.3,571.8,204.4,1.275970619,1.112035225,5.3,0.209,0,0.209,0,0,0,0,1,2.1,,1.004784689,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,1,5.81,,3.822368421,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,1,7.16,,4.710526316,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,0,2.09,,1.375,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,0,3.82,,2.513157895,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,0,1.38,,0.907894737,
55,1,324,371,6.4,19.06,3.285944,12.5,535,245.4,571,219.5,0.936952715,1.117995444,8.7,0.152,0,0.152,0,0,1,0,0,2.52,,1.657894737,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,1,1.63,,1.072368421,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,1,3.17,,2.085526316,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,0,2.57,,1.690789474,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,0,5.11,,3.361842105,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,0,1.19,,0.782894737,
55,1,324,371,6.4,19.06,3.285944,12.5,535,169.2,571,244.6,0.936952715,0.691741619,8.7,0.152,0,0.152,0,0,1,0,0,3.13,,2.059210526,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,1,2.61,,1.717105263,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,1,2.94,,1.934210526,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,0,1.64,,1.078947368,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,0,2.7,,1.776315789,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,0,1.45,,0.953947368,
55,1,324,371,6.4,19.06,3.285944,12.5,233,84.4,643.8,301.6,0.361913638,0.279840849,8.7,0.152,0,0.152,0,0,1,0,0,2.6,,1.710526316,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,1,2.68,,1.763157895,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,1,4.47,,2.940789474,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,0,1.34,,0.881578947,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,0,1.82,,1.197368421,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,0,1.2,,0.789473684,
55,1,324,371,6.4,19.06,3.285944,12.5,233,45.2,643.8,238.2,0.361913638,0.189756507,8.7,0.152,0,0.152,0,0,1,0,0,2.07,,1.361842105,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,1,3.25,,2.138157895,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,1,5.16,,3.394736842,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,0,3.34,,2.197368421,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,0,5.1,,3.355263158,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,0,2.94,,1.934210526,
55,1,324,371,6.4,19.06,3.285944,12.5,523,171.2,581.8,235.6,0.898934342,0.726655348,8.7,0.152,0,0.152,0,0,1,0,0,4.22,,2.776315789,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,1,2.69,,1.769736842,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,1,8.76,,5.763157895,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,0,3.26,,2.144736842,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,0,9.19,,6.046052632,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,0,2.72,,1.789473684,
55,1,324,371,6.4,19.06,3.285944,12.5,523,175,581.8,276.5,0.898934342,0.632911392,8.7,0.152,0,0.152,0,0,1,0,0,2.85,,1.875,
